ID	LABEL	TEXT
2619	unknown	put coin in zipper
2620	put-9.1-2	put firewood on hearth
2621	roll-51.3.1	drop pencil
2622	carry-11.4-1-1	push tree north
2623	sight-30.2	examine lights
2624	unknown	swordfish
2625	other_cos-45.4	candles
2626	sight-30.2	x crossbow
2627	unknown	ask skier about scroll
2628	unknown	ask male about daddy
2629	roll-51.3.1	drop bar
2630	roll-51.3.1	drop third brick
2631	simple_dressing-41.3.1	wear shroud
2632	carry-11.4-1-1	push bookcase
2633	sight-30.2	x stairs
2634	unknown	get flag
2635	unknown	get violin, necklace, ruby, zorkmid, stamp, crown and dragon
2636	unknown	help midget
2637	roll-51.3.1	drop remote control
2638	unknown	tase sleaze
2639	roll-51.3.1	drop all but flashlight
2640	unknown	blorple 10
2641	sight-30.2	x farm
2642	unknown	get out of forklift
2643	unknown	get sharp pick
2644	unknown	put maiden in projector
2645	put-9.1-2	put ash on journal
2646	unknown	take jar
2647	unknown	ask her about key
2648	unknown	get bean pole
2649	unknown	get cloth
2650	spatial_configuration-47.6	open claws
2651	unknown	get slip of paper
2652	unknown	take x1, x2, x7, x12
2653	say-37.7-1	plover
2654	other_cos-45.4	wake gnome
2655	unknown	ledak painting
2656	investigate-35.4	x handle
2657	unknown	take off scarf
2658	spatial_configuration-47.6	open white door
2659	roll-51.3.1	drop vase
2660	investigate-35.4	x thing
2661	funnel-9.3-2-1	push statue w
2662	funnel-9.3-2-1	push play
2663	learn-14-2-1	read writing
2664	put_direction-9.4	drop cracked
2665	put_direction-9.4	drop green rod
2666	unknown	ask george about town
2667	learn-14-2-1	read crumpled scroll
2668	roll-51.3.1	drop notice
2669	learn-14-1	learn gondar
2670	put_spatial-9.2-1	stand on bench
2671	other_cos-45.4	open air supply system with tool
2672	unknown	get card
2673	unknown	get can
2674	scribble-25.2	write 1 on cube
2675	investigate-35.4	x pair
2676	search-35.2	search mess
2677	unknown	put sack in tesseract
2678	sight-30.2	x toner
2679	transcribe-25.4	record
2680	put-9.1-2	put hand on statue
2681	learn-14-2-1	read brochure
2682	unknown	drive to the embankment
2683	sight-30.2	examine children
2684	roll-51.3.1	drop plans
2685	hit-18.1-1	hit crulley with coffer
2686	unknown	get magic bean
2687	escape-51.1-1	enter inflow pipe
2688	sight-30.2	examine rope
2689	carry-11.4-1-1	push joystick west
2690	sight-30.2	examine diagram
2691	unknown	get album
2692	unknown	nitfol frogs
2693	investigate-35.4	examine stamps
2694	investigate-35.4	examine radio
2695	investigate-35.4	examine boulders
2696	search-35.2	search top
2697	push-12-1	pull tinsel
2698	unknown	get trowel
2699	spatial_configuration-47.6	marvin, open the hatch
2700	spatial_configuration-47.6	open pram
2701	eat-39.1-1	eat green
2702	unknown	put it in hat
2703	search-35.2	search workbench
2704	simple_dressing-41.3.1	wear spectacles
2705	unknown	take all
2706	say-37.7-1	say agamemnon
2707	crane-40.3.2	open royal-blue box
2708	unknown	get frog
2709	get-13.5.1	satchel
2710	sight-30.2	x ball
2711	investigate-35.4	x tower
2712	roll-51.3.1	drop fifth brick
2713	give-13.1-1	give eggs
2714	unknown	get bones with chopsticks
2715	roll-51.3.1	drop pack
2716	learn-14-1	read term paper
2717	spatial_configuration-47.6	open lab uniform
2718	roll-51.3.1	drop teapot, rose, candy and gold key
2719	investigate-35.4	x skeleton
2720	unknown	take purse
2721	unknown	ask trent about elizabeth
2722	unknown	get gear
2723	peer-30.3	look under sofa
2724	roll-51.3.1	drop dino
2725	crane-40.3.2	sharpen knife on rock
2726	sight-30.2	x contraption
2727	banish-10.2	remove goggles
2728	unknown	insert red card in slot
2729	investigate-35.4	x chairs
2730	unknown	take dirty scroll
2731	split-23.2	cut blue wire
2732	roll-51.3.1	drop walkie
2733	put_direction-9.4	drop pin
2734	disassemble-23.3	unlock jewellery box with gold key
2735	simple_dressing-41.3.1	wear jacket
2736	put_spatial-9.2-1	stand on disc
2737	unknown	turn on lantern
2738	unknown	get wig
2739	other_cos-45.4	open cupboard
2740	cut-21.1-1	clip monster
2741	unknown	get blueprint
2742	crane-40.3.2	close trapdoor
2743	put-9.1-2	put balloon on pentagon
2744	roll-51.3.1	turn wheel off
2745	fulfilling-13.4.1	show can to pet
2746	unknown	get fish
2747	unknown	insert violet card in slot
2748	unknown	get guano, scroll and amber vial
2749	unknown	ask marion about nelson
2750	unknown	get salt
2751	scribble-25.2	write prize on featureless
2752	unknown	put prize cube in top left socket
2753	roll-51.3.1	drop bottle
2754	give-13.1-1	give encyclopedia to marion
2755	other_cos-45.4	open white door
2756	unknown	get stone
2757	push-12-1-1	push west wall
2758	put_direction-9.4	drop them
2759	fulfilling-13.4.1	show ledger to magistrate
2760	unknown	get gold locket
2761	throw-17.1-1-1	throw wishbone at ghost
2762	unknown	get hyrax
2763	spatial_configuration-47.6	open terminal
2764	put-9.1-2	put pebble on second disk
2765	investigate-35.4	x wallet
2766	sight-30.2	examine skeleton
2767	run-51.3.2	climb porous wall
2768	disassemble-23.3	unlock icebox with square key
2769	unknown	get coal
2770	unknown	look up partaim in fresto
2771	chase-51.6	follow gnome
2772	unknown	remove opener and drop it
2773	learn-14-1	read page
2774	learn-14-1	read killing
2775	unknown	get drill
2776	investigate-35.4	examine dusty book
2777	investigate-35.4	x city
2778	push-12-1-1	press powerup
2779	roll-51.3.1	drop scarf
2780	cut-21.1-1	cut flower
2781	roll-51.3.1	drop microphone
2782	search-35.2	search ash
2783	crane-40.3.2	open raincoat
2784	unknown	ask fairy godmother about dress
2785	put-9.1-2	put silver coin on left
2786	give-13.1-1	give gram to andrea
2787	sight-30.2	x gun
2788	unknown	take bird
2789	crane-40.3.2	open towel
2790	roll-51.3.1	drop bowl
2791	substance_emission-43.4	pour fluid in hole
2792	investigate-35.4	examine wight
2793	unknown	get box and journal
2794	learn-14-1	read brittle scroll
2795	unknown	put all in zipper
2796	get-13.5.1	buy box
2797	put-9.1-2	put ladder under tree
2798	unknown	get hand
2799	unknown	put mirror 1 in caliper
2800	other_cos-45.4	open trapdoor
2801	unknown	still life, lagach
2802	hit-18.1-1	hit bung with mace
2803	other_cos-45.4	open historical
2804	spatial_configuration-47.6	open northern door
2805	sight-30.2	x minerals
2806	investigate-35.4	examine slot
2807	transfer_mesg-37.1.1	show bar to tina
2808	put_spatial-9.2-1	sit down
2809	spatial_configuration-47.6	open jewelry box
2810	unknown	get portrait
2811	push-12-1-1	push green button
2812	crane-40.3.2	open trapdoor
2813	investigate-35.4	x cage
2814	investigate-35.4	examine barrow
2815	carry-11.4-1-1	push filthy n
2816	eat-39.1-1	eat peanuts
2817	roll-51.3.1	drop bees
2818	unknown	get silver
2819	roll-51.3.1	turn valve
2820	carry-11.4-1-1	push bed
2821	fulfilling-13.4.1	show card to librarian
2822	unknown	get rose
2823	unknown	dive in ocean
2824	carry-11.4	pull rods
2825	wipe_manner-10.4.1-1	erase line between m and v
2826	roll-51.3.1	slide ticket under front
2827	carry-11.4-1-1	push pram e
2828	investigate-35.4	x crane
2829	funnel-9.3-2-1	push it south
2830	sight-30.2	examine pigeons
2831	push-12-1	pull weed
2832	spatial_configuration-47.6	open shield
2833	unknown	copy flimsy scroll to vellum scroll
2834	unknown	get pot
2835	learn-14-2-1	read prayer
2836	learn-14-1	read white scroll
2837	transfer_mesg-37.1.1	show spreadsheet
2838	unknown	get rapier
2839	unknown	put coin in jukebox
2840	unknown	put new battery in torch
2841	put_direction-9.4	drop birdcage
2842	unknown	take kettle
2843	simple_dressing-41.3.1	wear cap
2844	put_direction-9.4	drop cage
2845	crane-40.3.2	open coffin
2846	unknown	ask her about rare books
2847	unknown	take packet from pot
2848	unknown	point at coconut
2849	push-12-1-1	press channel
2850	crane-40.3.2	open pizza box
2851	investigate-35.4	x windy tunnel
2852	carry-11.4	pull slide
2853	remove-10.1	remove tank
2854	investigate-35.4	examine parchment
2855	roll-51.3.1	turn dial right 3
2856	give-13.1-1	give gloves to zombie
2857	push-12-1-1	push red button
2858	unknown	put astrolabe in mounting
2859	investigate-35.4	x librarian
2860	unknown	take opener
2861	throw-17.1-1-1	throw red at smoke
2862	banish-10.2	remove gas mask
2863	carry-11.4-1-1	push rod
2864	unknown	get smelly scroll
2865	other_cos-45.4	close tapestry
2866	put_direction-9.4	drop wet suit
2867	search-35.2	search machines
2868	investigate-35.4	examine gnomon
2869	unknown	put black in slot
2870	unknown	get collar
2871	unknown	put whistle in pot
2872	unknown	get large key
2873	unknown	get ox
2874	other_cos-45.4	open wrapper
2875	unknown	hole, w
2876	learn-14-2-1	read frayed scroll
2877	push-12-1-1	push coffin w
2878	put_direction-9.4	drop grater
2879	put_direction-9.4	drop trap
2880	roll-51.3.1	slide kitchen card through slot
2881	unknown	robot, east and south
2882	roll-51.3.1	drop plotter
2883	unknown	take ledger
2884	unknown	insert yellow card in slot
2885	unknown	ask cheryl for hologram
2886	other_cos-45.4	open it
2887	unknown	take ticket 2306
2888	search-35.2	search snow
2889	unknown	get balm
2890	banish-10.2	remove new brick with crowbar
2891	crane-40.3.2	open envelope
2892	investigate-35.4	examine map
2893	unknown	drive to buckingham palace
2894	unknown	put emerald in green boot
2895	run-51.3.2	climb on table
2896	unknown	look up kebarn in leshosh
2897	unknown	exex turtle
2898	unknown	get popcorn
2899	unknown	wedge door with cheese
2900	spatial_configuration-47.6	open fridge
2901	unknown	take hairpin
2902	touch-20-1	touch tool stud
2903	other_cos-45.4	fill bottle
2904	put_direction-9.4	drop dino
2905	other_cos-45.4	open hatch with screwdriver
2906	unknown	put skink in cauldron
2907	unknown	egdelp golem
2908	sight-30.2	x generator
2909	other_cos-45.4	fill bath
2910	unknown	pick lock with sharp pick
2911	crane-40.3.2	open access panel
2912	throw-17.1-1-1	throw stick at herman
2913	escape-51.1-1	enter shack
2914	peer-30.3	look behind painting
2915	roll-51.3.1	roll statue sw
2916	crane-40.3.2	open lid with spade
2917	banish-10.2	remove shim
2918	push-12-1-1	press 0
2919	investigate-35.4	x bulbs
2920	sight-30.2	x k9
2921	unknown	inventory
2922	sight-30.2	x river
2923	unknown	get ampoule
2924	crane-40.3.2	roll statue sw
2925	hit-18.1-1	hit plaster with pickaxe
2926	funnel-9.3-2-1	push ball southwest
2927	sight-30.2	examine plate
2928	tape-22.4	tie rope to altar
2929	unknown	ask dragon about trinket
2930	spatial_configuration-47.6	open tin
2931	unknown	put white in unit
2932	other_cos-45.4	open jewellery box
2933	push-12-1	pull chain
2934	put_direction-9.4	drop mine
2935	talk-37.5	talk to stephanie
2936	other_cos-45.4	open package
2937	unknown	take necklace
2938	learn-14-1	read frayed scroll
2939	push-12-1-1	push button 7
2940	other_cos-45.4	open toolshed
2941	sight-30.2	x boxes
2942	unknown	insert interface in nutrimat
2943	crane-40.3.2	open demijohn
2944	unknown	take gothic key
2945	banish-10.2	remove stethoscope
2946	roll-51.3.1	move bookshelf
2947	unknown	put bit in tea
2948	investigate-35.4	examine ship
2949	put_direction-9.4	drop dodo
2950	other_cos-45.4	open copier
2951	run-51.3.2	jump
2952	sight-30.2	x rods
2953	investigate-35.4	examine box
2954	banish-10.2	remove skis
2955	eat-39.1-1	eat berries
2956	put_direction-9.4	lift grate
2957	investigate-35.4	examine ball
2958	other_cos-45.4	open royal-blue box
2959	run-51.3.2	tell floyd to go north
2960	other_cos-45.4	open access panel
2961	sight-30.2	examine thumb
2962	remove-10.1	remove stethoscope
2963	sight-30.2	examine ball
2964	funnel-9.3-2-1	push bookcase
2965	peer-30.3	look at frank
2966	carry-11.4	pull cord
2967	give-13.1-1	give coin to gnome
2968	roll-51.3.1	drop trap
2969	crane-40.3.2	open sack
2970	investigate-35.4	x flowers
2971	preparing-26.3-2	pour wine in green goblet
2972	unknown	put rag in pot
2973	unknown	take dornberries
2974	investigate-35.4	examine toaster
2975	unknown	take bag
2976	learn-14-1	read wall
2977	unknown	look up croseus in album
2978	unknown	ask detective about chelsea
2979	sight-30.2	examine wardrobe
2980	unknown	get long steel key
2981	give-13.1-1	give sushi to samurai
2982	crane-40.3.2	open door
2983	investigate-35.4	examine pedlar
2984	simple_dressing-41.3.1	wear pendant
2985	crane-40.3.2	open package
2986	push-12-1-1	press red button
2987	run-51.3.2	slide kitchen card through slot
2988	sight-30.2	examine carvings
2989	investigate-35.4	examine plate
2990	carry-11.4-1-1	push wireless north
2991	unknown	insert new battery in laser
2992	crane-40.3.2	close cage
2993	put_direction-9.4	drop boots
2994	push-12-1-1	push moldy n
2995	unknown	get all from cabinet
2996	investigate-35.4	x stranger
2997	other_cos-45.4	close reactor
2998	investigate-35.4	examine dresser
2999	carry-11.4-1-1	push statue w
3000	roll-51.3.1	drop dusty book
3001	roll-51.3.1	move rail with bar
3002	unknown	take pincer
3003	learn-14-1	learn izyuk spell
3004	unknown	zemdor blue box
3005	investigate-35.4	x salt
3006	unknown	take syringe
3007	roll-51.3.1	drop tin
3008	push-12-1-1	press black
3009	sight-30.2	x dresser
3010	roll-51.3.1	drop nugget
3011	unknown	get berries
3012	roll-51.3.1	drop secateurs
3013	investigate-35.4	x machine
3014	touch-20-1	touch
3015	scribble-25.2	write 6 on cube
3016	investigate-35.4	x switch
3017	give-13.1-1	give paper to professor
3018	push-12-1-1	push bed
3019	roll-51.3.1	drop lump
3020	escape-51.1-1	enter square
3021	learn-14-1	read damp scroll
3022	wipe_manner-10.4.1-1	erase line between b and r
3023	unknown	get head
3024	unknown	take card
3025	eat-39.1-1	eat beef
3026	pour-9.5	pour wax on floor
3027	unknown	take spade
3028	sight-30.2	examine bench
3029	put_direction-9.4	drop balsa wood beam
3030	funnel-9.3-2-1	push dusty s
3031	crane-40.3.2	roll statue se
3032	investigate-35.4	x water
3033	unknown	put headdress in pot
3034	roll-51.3.1	drop pole
3035	other_cos-45.4	close shield
3036	unknown	plug in television
3037	learn-14-2-1	read blackened
3038	unknown	take clock
3039	unknown	take lump
3040	sight-30.2	x soft things
3041	unknown	gnusto swanzo spell
3042	spatial_configuration-47.6	open cauldron
3043	carry-11.4-1-1	push test button
3044	other_cos-45.4	open blue box
3045	unknown	take note
3046	simple_dressing-41.3.1	wear watch
3047	unknown	turn off flashlight
3048	run-51.3.2	right
3049	sight-30.2	examine refuse
3050	other_cos-45.4	open raincoat
3051	carry-11.4-1-1	push dispenser button
3052	roll-51.3.1	drop sword
3053	unknown	take no tea
3054	sight-30.2	x control
3055	crane-40.3.2	open zipper
3056	spatial_configuration-47.6	open tapestry
3057	fulfilling-13.4.1	show keys to michael
3058	unknown	take tongs
3059	sight-30.2	examine arthur
3060	unknown	take all from basket
3061	roll-51.3.1	slide i
3062	unknown	espnis thug
3063	investigate-35.4	examine enclosure
3064	unknown	put crystal in space
3065	other_cos-45.4	open compartment
3066	sight-30.2	x scanner
3067	spatial_configuration-47.6	open toilet
3068	unknown	look up yetzuiz in fresto
3069	roll-51.3.1	turn it
3070	unknown	dig earth
3071	sight-30.2	examine remote control
3072	unknown	take flour
3073	put_direction-9.4	drop glasses
3074	unknown	get electromagnet
3075	peer-30.3	look at list
3076	crane-40.3.2	open dumpster
3077	crane-40.3.2	open pouch
3078	carry-11.4-1-1	push dusty s
3079	escape-51.1-1	enter white door
3080	carry-11.4-1-1	push yellow
3081	unknown	take sand
3082	unknown	get improbability drive
3083	other_cos-45.4	open wardrobe
3084	sight-30.2	x mural
3085	disassemble-23.3	unlock door with iron key
3086	carry-11.4-1-1	push dionysus southeast
3087	unknown	put jar in knapsack
3088	learn-14-1	read paper
3089	performance-26.7-1-1	play organ
3090	other_cos-45.4	open freezer
3091	funnel-9.3-2-1	push ball south
3092	pour-9.5	pour water on powder
3093	put_direction-9.4	drop plans
3094	peer-30.3	look in mouth
3095	crane-40.3.2	open lab door
3096	unknown	get crow
3097	carry-11.4	pull lining
3098	sight-30.2	x creature
3099	sight-30.2	examine fusebox
3100	learn-14-2-1	read spreadsheet
3101	feeding-39.7	feed turnip to daisy
3102	unknown	get torch
3103	unknown	get canteen
3104	learn-14-1	learn izyuk
3105	unknown	get branch
3106	unknown	shoot pod with bazooka
3107	other_cos-45.4	unfold leaf
3108	carry-11.4-1-1	push locker east
3109	touch-20-1	kiss corpse
3110	unknown	get rug
3111	sight-30.2	x photograph
3112	give-13.1-1	give envelope to woman
3113	transfer_mesg-37.1.1	show card to chuckles
3114	unknown	strike match
3115	unknown	get lens
3116	unknown	set thermostat to warm
3117	unknown	put silver chalice in knapsack
3118	unknown	get matchbox
3119	give-13.1-1	give silver to barker
3120	investigate-35.4	x storm
3121	sight-30.2	x prep table
3122	unknown	get indigo vial
3123	unknown	frotz bottle
3124	sight-30.2	examine walkie
3125	other_cos-45.4	open pouch
3126	unknown	put splinter into crevice
3127	fill-9.8	cover trapdoor with bearskin rug
3128	unknown	get crook
3129	investigate-35.4	x treant
3130	investigate-35.4	x curtain
3131	investigate-35.4	x hawk
3132	other_cos-45.4	open northern door
3133	unknown	put pan in water
3134	push-12-1-1	press white, gray, black, red, black
3135	sight-30.2	examine book
3136	roll-51.3.1	turn nephthys
3137	unknown	take paper
3138	investigate-35.4	x jail
3139	pour-9.5	pour water in silver chalice
3140	learn-14-2-1	read poetry
3141	unknown	put ace in projector
3142	push-12-1-1	press knob
3143	carry-11.4-1-1	push play
3144	put-9.1-2	put maiden on pack
3145	put_direction-9.4	drop matchbook
3146	remove-10.1	remove cloak
3147	crane-40.3.2	open handbag
3148	run-51.3.2	climb stand
3149	performance-26.7-1-1	play whistle
3150	funnel-9.3-2-1	push painting
3151	sight-30.2	x feather
3152	funnel-9.3-2-1	push demeter northwest
3153	investigate-35.4	x cooler
3154	sight-30.2	x security gates
3155	unknown	set radio to 1170
3156	investigate-35.4	x torn clothes
3157	sight-30.2	x viewscreen
3158	unknown	get gigantic bowl
3159	other_cos-45.4	open net
3160	stalk-35.3	smell
3161	other_cos-45.4	open filing cabinet
3162	unknown	ask bum about crypt
3163	touch-20-1	touch w rune with rose
3164	spatial_configuration-47.6	stand in long line
3165	unknown	get oar
3166	peer-30.3	look in fissure
3167	stalk-35.3	smell it
3168	investigate-35.4	examine log
3169	unknown	k9, shoot door
3170	unknown	take amber
3171	investigate-35.4	examine model
3172	learn-14-2-1	read sign
3173	unknown	light pipe with match
3174	unknown	turn on stove
3175	sight-30.2	examine watch
3176	unknown	reach in zipper
3177	sight-30.2	x chairs
3178	transfer_mesg-37.1.1	show ribbon to chuckles
3179	spatial_configuration-47.6	open outer door
3180	preparing-26.3-2	pour coffee in drain
3181	unknown	dial 576-3190
3182	unknown	amy, leave
3183	push-12-1-1	press down button
3184	unknown	get orange vial
3185	investigate-35.4	examine door
3186	investigate-35.4	x dispenser
3187	unknown	take glasses
3188	funnel-9.3-2-1	push joystick east
3189	unknown	shake hands
3190	roll-51.3.1	drop card
3191	unknown	ask hacker about keys
3192	sight-30.2	x rack
3193	sight-30.2	examine barrels
3194	carry-11.4-1-1	push bell
3195	roll-51.3.1	turn it on
3196	investigate-35.4	examine sculpture
3197	unknown	get red statuette
3198	exist-47.1-1	z
3199	unknown	yomin ogre
3200	investigate-35.4	x fan
3201	unknown	get pencil
3202	investigate-35.4	x wall
3203	roll-51.3.1	put all down
3204	put_direction-9.4	drop clock
3205	touch-20-1	touch generator
3206	spatial_configuration-47.6	open bio-lock door
3207	unknown	get lamp and sword
3208	unknown	drive to whitehall
3209	investigate-35.4	x knob
3210	give-13.1-1	give ring to butler
3211	investigate-35.4	x card
3212	unknown	malyon dragon
3213	investigate-35.4	examine blue carpet
3214	learn-14-2-1	read ledger
3215	roll-51.3.1	turn switch with screwdriver
3216	push-12-1-1	press button
3217	break-45.1	break glass with hammer
3218	unknown	take silver coin
3219	sight-30.2	x globe
3220	unknown	insult joe
3221	unknown	get broom
3222	sight-30.2	examine enclosure
3223	unknown	i
3224	roll-51.3.1	drop jewelry
3225	unknown	blorple 2
3226	unknown	put clear sphere in diamond stand
3227	roll-51.3.1	drop cutter, flask and axe
3228	unknown	take pole
3229	put-9.1-2	put towel on valve
3230	put-9.1-2	put laudanum on pork
3231	roll-51.3.1	drop ox
3232	unknown	put cube in cauldron
3233	put_direction-9.4	drop spoon
3234	learn-14-2-1	read note
3235	hit-18.1-1	knock on door 11
3236	sight-30.2	x information stud
3237	unknown	get bear
3238	say-37.7-1	plugh
3239	substance_emission-43.4	pour water on beanstalk
3240	investigate-35.4	x pig
3241	hit-18.1-1	strike rod of luck
3242	slide-11.2	move block
3243	escape-51.1-1	climb idol
3244	put-9.1-2	put flag on bed
3245	roll-51.3.1	turn w
3246	learn-14-1	learn bozbar
3247	learn-14-1	read pages
3248	crane-40.3.2	dragon, open door
3249	unknown	frotz me
3250	escape-51.1-1	enter handcar
3251	unknown	get mask
3252	say-37.7-1	say alakazam
3253	put_direction-9.4	drop mask
3254	escape-51.1-1	enter outflow pipe
3255	unknown	light coal
3256	roll-51.3.1	drop dragon and paper
3257	other_cos-45.4	open cage
3258	sight-30.2	examine ship
3259	unknown	get tarot box
3260	throw-17.1-1-1	throw bricks
3261	roll-51.3.1	drop all but brain
3262	investigate-35.4	examine walkie
3263	investigate-35.4	x couch
3264	give-13.1-1	give gram to queenie
3265	say-37.7-1	say even
3266	unknown	download video
3267	peer-30.3	look under lily pad
3268	sight-30.2	x right screen
3269	investigate-35.4	x vent
3270	unknown	take manual
3271	investigate-35.4	x vial
3272	preparing-26.3-2	pour water on coin
3273	learn-14-2-1	read emerald scratch with glass
3274	put_direction-9.4	drop photo
3275	other_cos-45.4	open terminal
3276	unknown	put arrow in crossbow
3277	carry-11.4-1-1	push autopilot button
3278	investigate-35.4	examine thyme
3279	unknown	get treatise
3280	fill-9.8	cover hole 3
3281	investigate-35.4	examine dynamite
3282	push-12-1-1	press emergency button
3283	investigate-35.4	x panel
3284	put_direction-9.4	drop axe
3285	unknown	take sweater
3286	push-12-1-1	push fountain
3287	investigate-35.4	x powerup stud
3288	unknown	take chelsea
3289	sight-30.2	x building
3290	put_direction-9.4	drop key
3291	learn-14-1	learn exex
3292	other_cos-45.4	open orange vial
3293	search-35.2	search wreck
3294	unknown	put star crystal in dagger
3295	spatial_configuration-47.6	open floyd
3296	learn-14-2-1	learn foblub
3297	unknown	get parcel from cupboard
3298	knead-26.5	shazok storm
3299	unknown	get antimacassar
3300	spatial_configuration-47.6	open aqua vial
3301	disassemble-23.3	unlock door with brass key
3302	peer-30.3	look in pram
3303	funnel-9.3-2-1	push left button
3304	learn-14-1	learn bekdab
3305	push-12-1-1	push dusty n
3306	investigate-35.4	x pan
3307	break-45.1	smash padlock with pickaxe
3308	put_direction-9.4	drop finch
3309	transfer_mesg-37.1.1	show earth crystal to trent
3310	unknown	get fork
3311	sight-30.2	examine coin
3312	give-13.1-1	give bread to old man
3313	crane-40.3.2	open receptacle
3314	unknown	get gem
3315	sight-30.2	watch television
3316	roll-51.3.1	drop wire
3317	learn-14-1	learn pulver
3318	roll-51.3.1	drop room key
3319	sight-30.2	examine crypt
3320	roll-51.3.1	drop blanket
3321	unknown	get chain
3322	unknown	put flour in pot
3323	investigate-35.4	examine mesa
3324	spatial_configuration-47.6	open matchbook
3325	unknown	put screwdriver in basket
3326	unknown	stop
3327	learn-14-2-1	read booklet
3328	funnel-9.3-2-1	push boulder
3329	investigate-35.4	examine lump
3330	investigate-35.4	examine dagger
3331	unknown	gnusto ledak
3332	unknown	get out of bed
3333	crane-40.3.2	open case
3334	throw-17.1-1-1	throw bottle at thing
3335	unknown	get volume
3336	unknown	get implement
3337	spatial_configuration-47.6	open journal
3338	learn-14-1	read pale scroll
3339	sight-30.2	x status display
3340	put_direction-9.4	drop mirror
3341	investigate-35.4	x natives
3342	unknown	take off gown
3343	run-51.3.2	slide a
3344	run-51.3.2	jump out window
3345	put-9.1-2	put large key on keyring
3346	unknown	take vial
3347	unknown	get moss
3348	cut-21.1-1	cut growth with cutter
3349	transcribe-25.4	type 384
3350	other_cos-45.4	open cabinet
3351	put-9.1-2	put star on pack
3352	simple_dressing-41.3.1	wear goggles
3353	investigate-35.4	examine missile
3354	unknown	get homing
3355	put-9.1-2	put brass key on keyring
3356	search-35.2	search shape
3357	appear-48.1.1	wake implementor
3358	slide-11.2	move carpet
3359	spatial_configuration-47.6	open cupboard
3360	learn-14-2-1	learn nitfol
3361	unknown	get key
3362	sight-30.2	x east mural
3363	other_cos-45.4	open tarot box
3364	unknown	take toy
3365	unknown	get soap
3366	spatial_configuration-47.6	open flask
3367	investigate-35.4	x kettle
3368	learn-14-2-1	learn gloth
3369	put-9.1-2	put pouch under pipe
3370	put_direction-9.4	drop teapot, rose, candy and gold key
3371	unknown	take screwdriver
3372	unknown	put book in large recess
3373	unknown	get scraps
3374	put_direction-9.4	drop skink
3375	unknown	take note and card
3376	run-51.3.2	se
3377	transfer_mesg-37.1.1	show ledger to magistrate
3378	sight-30.2	x book
3379	put_direction-9.4	drop firestone
3380	put_direction-9.4	drop nasty knife
3381	investigate-35.4	examine islet
3382	funnel-9.3-2-1	push can against wall
3383	run-51.3.2	walk around bulldozer
3384	crane-40.3.2	open blue box
3385	wipe_manner-10.4.1-1	squeeze weed killer bottle
3386	push-12-1-1	push wand
3387	unknown	gnusto shiny scroll
3388	roll-51.3.1	drop carpet
3389	carry-11.4-1-1	push lever
3390	sight-30.2	x hawks
3391	unknown	take door
3392	disassemble-23.3	unlock padlock with key
3393	sight-30.2	examine headphones
3394	other_cos-45.4	open canteen
3395	unknown	melbor myself
3396	unknown	take rope
3397	peer-30.3	look for pig
3398	unknown	take x1,x2,x7,x8
3399	unknown	get it
3400	unknown	take briefcase
3401	modes_of_being_with_motion-47.3	wave spar
3402	other_cos-45.4	open front door
3403	put_direction-9.4	drop carton
3404	learn-14-1	learn girgol
3405	investigate-35.4	examine diagram
3406	roll-51.3.1	drop mousetrap
3407	pour-9.5	pour wine in green goblet
3408	unknown	shout
3409	crane-40.3.2	close oven
3410	unknown	put white in toolkit
3411	eat-39.1-1	eat bar
3412	spatial_configuration-47.6	open briefcase
3413	roll-51.3.1	drop sticker
3414	unknown	take bandage
3415	put_direction-9.4	drop journal and key
3416	unknown	put toy in pot
3417	learn-14-2-1	read leaflet
3418	investigate-35.4	x carvings
3419	shake-22.3-2	shake safe
3420	push-12-1-1	press project status stud
3421	unknown	get pole
3422	peer-30.3	look in tear
3423	unknown	get featureless rod
3424	sight-30.2	examine cups
3425	sight-30.2	x chair
3426	unknown	put it in coffin
3427	unknown	take mousetrap
3428	sight-30.2	note dryer
3429	fulfilling-13.4.1	show red to trent
3430	put_direction-9.4	drop secateurs
3431	roll-51.3.1	drop pouch
3432	unknown	take balloon
3433	roll-51.3.1	slide k
3434	disassemble-23.3	unhook chain
3435	put_direction-9.4	drop zipper
3436	sight-30.2	x forest
3437	unknown	put chalice in case
3438	push-12-1-1	push button enter
3439	learn-14-2-1	learn feeyuk
3440	unknown	take stopper
3441	unknown	put all in crate
3442	unknown	anoppe
3443	other_cos-45.4	close cold box
3444	unknown	put short poem in alpha
3445	unknown	dig in sand
3446	unknown	take shaft
3447	other_cos-45.4	open toolkit
3448	unknown	set third wheel to 8
3449	manner_speaking-37.3	howl arac
3450	pour-9.5	pour liquid on slime
3451	unknown	put bladder in geyser
3452	sight-30.2	x compass
3453	crane-40.3.2	open guage
3454	roll-51.3.1	drop sack
3455	unknown	take knife
3456	sight-30.2	x technician
3457	unknown	ask delbin about minirva
3458	learn-14-2-1	read paper
3459	touch-20-1	touch calibration
3460	simple_dressing-41.3.1	wear robe
3461	investigate-35.4	x shelf
3462	other_cos-45.4	heat brown paper over
3463	run-51.3.2	slide k
3464	carve-21.2-2	chop ice with axe
3465	knead-26.5	wind watch
3466	learn-14-2-1	read white scroll
3467	unknown	get beef
3468	simple_dressing-41.3.1	wear coat
3469	other_cos-45.4	open notebook
3470	investigate-35.4	examine headphones
3471	put_direction-9.4	drop flint
